headline,snippet,pub_date,web_url
European markets follow Asian stocks higher,,2009-01-06T05:00:00+0000,https://www.nytimes.com/2009/01/16/business/worldbusiness/16iht-16stox.19426120.html
Wall Street ends higher amid latest economic reports,,2009-01-06T05:00:00+0000,https://www.nytimes.com/2009/01/06/business/worldbusiness/06iht-07markets.19137968.html
Drop in inflation lifts Europe stocks,,2009-01-06T05:00:00+0000,https://www.nytimes.com/2009/01/06/business/worldbusiness/06iht-07markets.19124572.html
U.S. markets higher amid latest economic reports,,2009-01-06T05:00:00+0000,https://www.nytimes.com/2009/01/06/business/worldbusiness/06iht-07marketsA.19127819.html
Global Markets Move Higher,,2009-01-05T12:00:07+0000,https://dealbook.nytimes.com/2009/01/05/global-markets-move-higher/
Europe's markets slip after Asian fall,,2009-01-05T05:00:00+0000,https://www.nytimes.com/2009/01/15/business/worldbusiness/15iht-16markets.19391460.html
Global markets move higher,,2009-01-05T05:00:00+0000,https://www.nytimes.com/2009/01/05/business/worldbusiness/05iht-06markets.19084594.html
"Asian shares gain on hopes for 2009, European stocks seen rising",,2009-01-05T05:00:00+0000,https://www.nytimes.com/2009/01/05/business/worldbusiness/05iht-stox.1.19078643.html
Wall Street ends mixed,,2009-01-03T05:00:00+0000,https://www.nytimes.com/2009/01/13/business/worldbusiness/13iht-14marketsCLOSE.19332801.html
Manufacturing data from major economies prove grim,,2009-01-02T05:00:00+0000,https://www.nytimes.com/2009/01/02/business/worldbusiness/02iht-econ.3.19055564.html
Wall Street starts year with a surge,,2009-01-02T05:00:00+0000,https://www.nytimes.com/2009/01/02/business/worldbusiness/02iht-02usmarkets.19055409.html
Wall Street shrugs off housing data,,2008-12-30T05:00:00+0000,https://www.nytimes.com/2008/12/30/business/worldbusiness/30iht-31markets.18998526.html
U.S. and Europe sink as bad year nears end,,2008-12-22T05:00:00+0000,https://www.nytimes.com/2008/12/22/business/worldbusiness/22iht-22markets.18862970.html
Oil prices slip below $40 a barrel,,2008-12-18T05:00:00+0000,https://www.nytimes.com/2008/12/18/business/worldbusiness/18iht-19markets.18792147.html
"European Markets Decline, and Dollar Falls Sharply",,2008-12-17T11:45:32+0000,https://dealbook.nytimes.com/2008/12/17/european-markets-decline-and-dollar-falls-sharply/
"European markets decline, dollar falls sharply",,2008-12-17T05:00:00+0000,https://www.nytimes.com/2008/12/17/business/worldbusiness/17iht-17markets-berry-cnd.18749498.html
Wall St. Stumbles as News Stays Bleak,,2008-12-16T11:52:44+0000,https://dealbook.nytimes.com/2008/12/16/wall-st-stumbles-as-news-stays-bleak/
Global Markets Await Fed Decision,,2008-12-16T11:48:23+0000,https://dealbook.nytimes.com/2008/12/16/global-markets-await-fed-decision/
U.S. stocks gain before Fed decision,,2008-12-16T05:00:00+0000,https://www.nytimes.com/2008/12/16/business/worldbusiness/16iht-17marketsA.18727820.html
U.S. shares rise before Fed decision,,2008-12-16T05:00:00+0000,https://www.nytimes.com/2008/12/16/business/worldbusiness/16iht-17markets.18714064.html
Stocks soar after Fed rate cut,,2008-12-16T05:00:00+0000,https://www.nytimes.com/2008/12/16/business/worldbusiness/16iht-17marketsB.18738393.html
Markets Advance in Europe and Asia,,2008-12-15T11:56:21+0000,https://dealbook.nytimes.com/2008/12/15/markets-advance-in-europe-and-asia/
Wall St. Stumbles as News Stays Bleak,Stocks ended lower on reports that industrial production continued to slide in the last months of the year.,2008-12-15T09:00:10+0000,https://www.nytimes.com/2008/12/16/business/16markets.html
Wall Street stumbles as data remain bleak,,2008-12-15T05:00:00+0000,https://www.nytimes.com/2008/12/15/business/worldbusiness/15iht-16markets.18696704.html
Markets advance in Europe and Asia,,2008-12-15T05:00:00+0000,https://www.nytimes.com/2008/12/15/business/worldbusiness/15iht-16markets.18678008.html
U.S. stocks slip amid fears of Madoff fallout,,2008-12-15T05:00:00+0000,https://www.nytimes.com/2008/12/15/business/worldbusiness/15iht-15stox.18691152.html
Asian and European Markets Sink on Bailout News,,2008-12-12T12:06:20+0000,https://dealbook.nytimes.com/2008/12/12/asian-and-european-markets-sink-on-bailout-news/
U.S. Markets Turn Up After Early Losses,"After opening sharply lower, Wall Street recovered on assurances from federal officials that a financial solution for the automakers would be reached.",2008-12-12T06:00:26+0000,https://www.nytimes.com/2008/12/13/business/13markets.html
Asian and European markets sink on bailout news,,2008-12-12T05:00:00+0000,https://www.nytimes.com/2008/12/12/business/worldbusiness/12iht-13markets.18621701.html
European stocks extend losses as dollar remains under pressure,,2008-12-12T05:00:00+0000,https://www.nytimes.com/2008/12/12/business/worldbusiness/12iht-12marketsA.18624536.html
"European Shares Are Down, With Asian Markets Mixed",,2008-12-11T12:03:11+0000,https://dealbook.nytimes.com/2008/12/11/european-shares-are-down-with-asian-markets-mixed/
"European shares down, Asian markets mixed",,2008-12-11T05:00:00+0000,https://www.nytimes.com/2008/12/11/business/worldbusiness/11iht-11markets-cnd-berry.18581750.html
U.S. stocks lower after trade and unemployment data,,2008-12-11T05:00:00+0000,https://www.nytimes.com/2008/12/11/business/worldbusiness/11iht-12markets.18594700.html
European stocks mixed,,2008-12-10T05:00:00+0000,https://www.nytimes.com/2008/12/10/business/worldbusiness/10iht-10stox.18548101.html
European and Asian Markets Mixed,,2008-12-09T12:10:58+0000,https://dealbook.nytimes.com/2008/12/09/european-and-asian-markets-mixed/
Stocks slide as rush to bonds illustrates desperation,,2008-12-09T05:00:00+0000,https://www.nytimes.com/2008/12/09/business/worldbusiness/09iht-10marketsA.18526373.html
Stocks mixed in Europe and Asia,,2008-12-09T05:00:00+0000,https://www.nytimes.com/2008/12/09/business/worldbusiness/09iht-9marketsfw.18514735.html
European and Asian Markets Rise Sharply,,2008-12-08T12:29:57+0000,https://dealbook.nytimes.com/2008/12/08/european-and-asian-markets-rise-sharply/
Wall St. rallies on hopes for stimulus,,2008-12-08T05:00:00+0000,https://www.nytimes.com/2008/12/08/business/worldbusiness/08iht-09marketsCLOSE.18503888.html
Stocks rally in Europe and Asia,,2008-12-08T05:00:00+0000,https://www.nytimes.com/2008/12/08/business/worldbusiness/08iht-8markets.18479578.html
Wall Street opens the week higher,,2008-12-08T05:00:00+0000,https://www.nytimes.com/2008/12/08/business/worldbusiness/08iht-09markets.18489107.html
World Markets Mostly Down Ahead of U.S. Jobs Report,,2008-12-05T12:00:31+0000,https://dealbook.nytimes.com/2008/12/05/world-markets-mostly-down-ahead-of-us-jobs-report/
Weak commodity prices take toll on European shares,,2008-12-05T05:00:00+0000,https://www.nytimes.com/2008/12/05/business/worldbusiness/05iht-05stox.18429680.html
Fed Report Shows Downturn After October,,2008-12-04T11:29:53+0000,https://dealbook.nytimes.com/2008/12/04/fed-report-shows-downturn-after-october-shocks/
Shares Slip in Europe; Asian Markets Are Mixed,,2008-12-03T12:02:45+0000,https://dealbook.nytimes.com/2008/12/03/shares-slip-in-europe-asian-markets-are-mixed/
Fed Report Shows Downturn After October Shocks,"The economic downturn took a turn for the worse after the market shocks in October, and in November the problems only became worse, according to the Fed’s “beige book.”",2008-12-03T10:10:28+0000,https://www.nytimes.com/2008/12/04/business/04markets.html
U.S. stocks slip on latest signs of slowdown,,2008-12-03T05:00:00+0000,https://www.nytimes.com/2008/12/03/business/worldbusiness/03iht-04marketsA.18365194.html
Shares slip in Europe; Asian markets are mixed,,2008-12-03T05:00:00+0000,https://www.nytimes.com/2008/12/03/business/worldbusiness/03iht-04markets.18357291.html
Fed Report Shows Downturn After October,,2008-12-04T11:29:53+0000,https://dealbook.nytimes.com/2008/12/04/fed-report-shows-downturn-after-october-shocks/
Shares Slip in Europe; Asian Markets Are Mixed,,2008-12-03T12:02:45+0000,https://dealbook.nytimes.com/2008/12/03/shares-slip-in-europe-asian-markets-are-mixed/
Fed Report Shows Downturn After October Shocks,"The economic downturn took a turn for the worse after the market shocks in October, and in November the problems only became worse, according to the Fed’s “beige book.”",2008-12-03T10:10:28+0000,https://www.nytimes.com/2008/12/04/business/04markets.html
U.S. stocks slip on latest signs of slowdown,,2008-12-03T05:00:00+0000,https://www.nytimes.com/2008/12/03/business/worldbusiness/03iht-04marketsA.18365194.html
Shares slip in Europe; Asian markets are mixed,,2008-12-03T05:00:00+0000,https://www.nytimes.com/2008/12/03/business/worldbusiness/03iht-04markets.18357291.html
Recession Fears Send Global Stocks Lower,,2008-12-02T11:54:32+0000,https://dealbook.nytimes.com/2008/12/02/recession-fears-send-global-stocks-lower/
Wall St. claws back after massive sell-off,,2008-12-02T05:00:00+0000,https://www.nytimes.com/2008/12/02/business/worldbusiness/02iht-03marketsB.18333668.html
U.S. stocks try to climb back,,2008-12-02T05:00:00+0000,https://www.nytimes.com/2008/12/02/business/worldbusiness/02iht-03marketsA.18330983.html
Recession fears send global stocks lower,,2008-12-02T05:00:00+0000,https://www.nytimes.com/2008/12/02/business/worldbusiness/02iht-02markets-NYT.18322380.html
Recession fears send global markets lower,,2008-12-02T05:00:00+0000,https://www.nytimes.com/2008/12/02/business/worldbusiness/02iht-03markets.18321686.html
Wall St. Partially Recovers From Sell-Off,"Wall Street mounted a modest recovery on Tuesday, gaining back nearly half of the enormous collapse that had seemed to bode badly for this week.",2008-12-02T04:57:51+0000,https://www.nytimes.com/2008/12/03/business/03markets.html
European markets slip as investors book gains,,2008-12-01T05:00:00+0000,https://www.nytimes.com/2008/12/01/business/worldbusiness/01iht-02markets.18289811.html
Weak EU and China data weigh on stocks,,2008-12-01T05:00:00+0000,https://www.nytimes.com/2008/12/01/business/worldbusiness/01iht-01stox.18282772.html
Investors advised to sell the DAX and buy the FTSE 100,,2008-12-01T05:00:00+0000,https://www.nytimes.com/2008/02/21/business/worldbusiness/21iht-invest22.4.10275765.html
Wall Street mixed after four-day rise,,2008-11-28T05:00:00+0000,https://www.nytimes.com/2008/11/28/business/worldbusiness/28iht-28markets.18223880.html
Stocks Are Higher in Europe and Asia,"Stocks rose in Europe and Asia, following Wall Street’s lead and a deep cut in Chinese interest rates.",2008-11-27T07:05:01+0000,https://www.nytimes.com/2008/11/28/business/28markets.html
Stocks gain in Europe and Asia,,2008-11-27T05:00:00+0000,https://www.nytimes.com/2008/11/27/business/worldbusiness/27iht-27markets.18193224.html
Stocks Post Their Fourth Straight Increase,Wall Street held onto gains for a fourth day after weathering a series of discouraging economic reports.,2008-11-26T10:28:04+0000,https://www.nytimes.com/2008/11/27/business/27markets.html
Markets Surge for a Second Day; Dow Up Nearly 400,,2008-11-25T12:02:46+0000,https://dealbook.nytimes.com/2008/11/25/markets-surge-for-a-second-day-dow-up-nearly-400/
Corrections,,2008-11-25T05:00:00+0000,https://www.nytimes.com/2008/11/25/news/25iht-cx1125.html
Wall Street mixed after credit moves,,2008-11-25T05:00:00+0000,https://www.nytimes.com/2008/11/25/business/worldbusiness/25iht-26markets.18146866.html
European Markets Gain on Citigroup Rescue Plan,,2008-11-24T12:05:38+0000,https://dealbook.nytimes.com/2008/11/24/european-markets-gain-on-citigroup-rescue-plan/
Markets Surge for a Second Day; Dow Up Nearly 400,"A rescue plan for Citigroup turned into a boon for Wall Street. The Dow rose nearly 400 points, and the S.&P. was up 6.47 percent.",2008-11-24T05:03:58+0000,https://www.nytimes.com/2008/11/25/business/worldbusiness/25markets.html
Markets rise on Citigroup bailout,,2008-11-24T05:00:00+0000,https://www.nytimes.com/2008/11/24/business/worldbusiness/24iht-24markets.18093340.html
Global markets slide after gloomy U.S. economic data,,2008-11-24T05:00:00+0000,https://www.nytimes.com/2008/12/24/business/worldbusiness/24iht-24marketsFW.18907440.html
Markets push higher for a 2nd day,,2008-11-24T05:00:00+0000,https://www.nytimes.com/2008/11/24/business/worldbusiness/24iht-25marketsCLOSE.18118305.html
Wall Street struggles to find direction,,2008-11-21T05:00:00+0000,https://www.nytimes.com/2008/11/21/business/worldbusiness/21iht-econ.1.18032608.html
Wall Street struggles to climb back,,2008-11-21T05:00:00+0000,https://www.nytimes.com/2008/11/21/business/worldbusiness/21iht-22markets.18032608.html
Asian markets recover; Europe posts modest advances,,2008-11-21T05:00:00+0000,https://www.nytimes.com/2008/11/21/business/worldbusiness/21iht-21markets.18022593.html
Wall St. shares claw higher on Geithner report,,2008-11-21T05:00:00+0000,https://www.nytimes.com/2008/11/21/business/worldbusiness/21iht-22markets.18048030.html
Wall Street struggles to climb back,,2008-11-21T05:00:00+0000,https://www.nytimes.com/2008/11/21/business/worldbusiness/21iht-econ.18032608.html
Asian Markets Reflect Wall Street’s Drop,,2008-11-20T11:00:35+0000,https://dealbook.nytimes.com/2008/11/20/asian-markets-reflect-wall-streets-drop/
"In endless slide, a painful market turn",,2008-11-20T05:00:00+0000,https://www.nytimes.com/2008/11/20/business/worldbusiness/20iht-markets.4.18015152.html
Rout continues in global stock markets,,2008-11-20T05:00:00+0000,https://www.nytimes.com/2008/11/20/business/worldbusiness/20iht-20markets.17980983.html
French fund to help shield companies from takeovers,,2008-11-20T05:00:00+0000,https://www.nytimes.com/2008/11/20/business/worldbusiness/20iht-fund.4.18012920.html
"On Wall Street, the slide continues",,2008-11-20T05:00:00+0000,https://www.nytimes.com/2008/11/20/business/worldbusiness/20iht-20markets.17990070.html
"Dow drops below 8,000 in another stock sell-off",,2008-11-20T05:00:00+0000,https://www.nytimes.com/2008/11/20/business/worldbusiness/20iht-20markets.17981473.html
"On Wall Street, the slide continues",,2008-11-20T05:00:00+0000,https://www.nytimes.com/2008/11/20/business/worldbusiness/20iht-20marketsCND.17990070.html
Markets End Volatile Session Higher,,2008-11-19T11:36:28+0000,https://dealbook.nytimes.com/2008/11/19/markets-end-volatile-session-higher/
Europe stocks slip; oil's losses weigh on energy sector,,2008-11-19T05:00:00+0000,https://www.nytimes.com/2008/12/19/business/worldbusiness/19iht-19mkts.18819094.html
"Wall Street falls sharply on latest economic data, as Dow ends below 8,000",,2008-11-19T05:00:00+0000,https://www.nytimes.com/2008/11/19/business/worldbusiness/19iht-20marketsCLOSE.17976940.html
Markets End Volatile Session Higher,The Dow moved higher in the last hour as the Big Three American automakers took their case for a bailout to Capitol Hill.,2008-11-18T09:23:46+0000,https://www.nytimes.com/2008/11/19/business/19markets.html
"Unable to hold gains, markets slip",,2008-11-18T05:00:00+0000,https://www.nytimes.com/2008/11/18/business/worldbusiness/18iht-18markets.17922218.html
Economic problems keep investors worried,,2008-11-18T05:00:00+0000,https://www.nytimes.com/2008/11/18/business/worldbusiness/18iht-stox.17911458.html
European stocks broadly stable,,2008-11-18T05:00:00+0000,https://www.nytimes.com/2008/12/18/business/worldbusiness/18iht-18stox.18783749.html
Wall Street slides as oil falls below $40 a barrel,,2008-11-18T05:00:00+0000,https://www.nytimes.com/2008/12/18/business/worldbusiness/18iht-19marketsCLOSE.18804086.html
BNP Paribas shares plunge after loss,,2008-11-17T05:00:00+0000,https://www.nytimes.com/2008/12/17/business/worldbusiness/17iht-17bnp.18750489.html
Regional share prices show mixed signs,,2008-11-17T05:00:00+0000,https://www.nytimes.com/2008/11/17/business/worldbusiness/17iht-markets.1.17878431.html
Markets try to recover early losses,,2008-11-17T05:00:00+0000,https://www.nytimes.com/2008/11/17/business/worldbusiness/17iht-18markets.17898991.html
Stocks slip after inconclusive summit,,2008-11-17T05:00:00+0000,https://www.nytimes.com/2008/11/17/business/worldbusiness/17iht-17markets.17885788.html
Markets End Volatile Session Higher,The Dow moved higher in the last hour as the Big Three American automakers took their case for a bailout to Capitol Hill.,2008-11-18T09:23:46+0000,https://www.nytimes.com/2008/11/19/business/19markets.html
"Unable to hold gains, markets slip",,2008-11-18T05:00:00+0000,https://www.nytimes.com/2008/11/18/business/worldbusiness/18iht-18markets.17922218.html
Economic problems keep investors worried,,2008-11-18T05:00:00+0000,https://www.nytimes.com/2008/11/18/business/worldbusiness/18iht-stox.17911458.html
European stocks broadly stable,,2008-11-18T05:00:00+0000,https://www.nytimes.com/2008/12/18/business/worldbusiness/18iht-18stox.18783749.html
Wall Street slides as oil falls below $40 a barrel,,2008-11-18T05:00:00+0000,https://www.nytimes.com/2008/12/18/business/worldbusiness/18iht-19marketsCLOSE.18804086.html
BNP Paribas shares plunge after loss,,2008-11-17T05:00:00+0000,https://www.nytimes.com/2008/12/17/business/worldbusiness/17iht-17bnp.18750489.html
Regional share prices show mixed signs,,2008-11-17T05:00:00+0000,https://www.nytimes.com/2008/11/17/business/worldbusiness/17iht-markets.1.17878431.html
Markets try to recover early losses,,2008-11-17T05:00:00+0000,https://www.nytimes.com/2008/11/17/business/worldbusiness/17iht-18markets.17898991.html
Stocks slip after inconclusive summit,,2008-11-17T05:00:00+0000,https://www.nytimes.com/2008/11/17/business/worldbusiness/17iht-17markets.17885788.html
U.S. stocks soar as Fed cuts rate to lowest level ever,,2008-11-16T05:00:00+0000,https://www.nytimes.com/2008/12/16/business/worldbusiness/16iht-17marketsCLOSE.18741410.html
Wall Street stumbles as data remain bleak,,2008-11-15T05:00:00+0000,https://www.nytimes.com/2008/12/15/business/worldbusiness/15iht-16marketsCLOSE.18706430.html
"After a Plunge, Stocks Close Higher",,2008-11-14T11:54:42+0000,https://dealbook.nytimes.com/2008/11/14/after-a-plunge-stocks-close-higher/
"Asian Stocks Decline Sharply, but Europe Is Calm",,2008-11-13T12:17:19+0000,https://dealbook.nytimes.com/2008/11/13/asian-stocks-decline-sharply-but-europe-is-calm/
"After a Plunge, U.S. Stocks Close Higher","U.S. markets swung wildly on Thursday, flirting with new lows before rebounding, with the Dow closing up 552 points.",2008-11-13T06:30:17+0000,https://www.nytimes.com/2008/11/14/business/14markets.html
Wall Street continues slide,,2008-11-13T05:00:00+0000,https://www.nytimes.com/2008/11/13/business/worldbusiness/13iht-14marketsA.17805333.html
U.S. shares open steady,,2008-11-13T05:00:00+0000,https://www.nytimes.com/2008/11/13/business/worldbusiness/13iht-14markets.17797088.html
U.S. stocks soar after volatile session on Wall Street,,2008-11-13T05:00:00+0000,https://www.nytimes.com/2008/11/13/business/worldbusiness/13iht-14marketsCLOSE.17811131.html
Asian shares decline; Europe expected to open higher,,2008-11-12T05:00:00+0000,https://www.nytimes.com/2008/11/12/business/worldbusiness/12iht-stox.1.17731936.html
ING posts first-ever loss,,2008-11-12T05:00:00+0000,https://www.nytimes.com/2008/11/12/business/worldbusiness/12iht-13ing.17746616.html
Stocks fall in Europe and Asia amid economic gloom,,2008-11-11T05:00:00+0000,https://www.nytimes.com/2008/11/11/business/worldbusiness/11iht-11markets.17710977.html
Asian shares decline on bleak U.S. reports,,2008-11-11T05:00:00+0000,https://www.nytimes.com/2008/11/11/business/worldbusiness/11iht-stox.17701765.html
China's stimulus plan buoys markets in Asia and Europe,,2008-11-10T05:00:00+0000,https://www.nytimes.com/2008/11/10/business/worldbusiness/10iht-11markets.17680359.html
China's stimulus plan buoys markets,,2008-11-10T05:00:00+0000,https://www.nytimes.com/2008/11/10/business/worldbusiness/10iht-11marketsB.17691666.html
Stocks rise in Europe and Asia after China stimulus,,2008-11-10T05:00:00+0000,https://www.nytimes.com/2008/11/10/business/worldbusiness/10iht-10markets.17680534.html
Wall Street lower after company warnings,,2008-11-09T05:00:00+0000,https://www.nytimes.com/2008/12/09/business/worldbusiness/09iht-10markets.18524232.html
Wall St. rallies on hopes for stimulus,,2008-11-08T05:00:00+0000,https://www.nytimes.com/2008/12/08/business/worldbusiness/08iht-09markets.18503888.html
"Acclimated to bad news, Wall St. climbs higher",,2008-11-07T05:00:00+0000,https://www.nytimes.com/2008/11/07/business/worldbusiness/07iht-08markets.17632203.html
Shares bounce back on Wall Street after two days of heavy losses,,2008-11-07T05:00:00+0000,https://www.nytimes.com/2008/11/07/business/worldbusiness/07iht-07stoxclose.17640186.html
"Acclimated to bad news, Wall St. climbs higher",,2008-11-07T05:00:00+0000,https://www.nytimes.com/2008/11/07/business/worldbusiness/07iht-7markets.17617609.html
Wall Street Rally Buoys Asian Markets but Europe Slips,,2008-11-05T11:32:33+0000,https://dealbook.nytimes.com/2008/11/05/wall-street-rally-buoys-asian-markets-but-europe-slips/
Strongest Election Day Stock Rally in 24 Years,,2008-11-05T11:30:53+0000,https://dealbook.nytimes.com/2008/11/05/strongest-election-day-stock-rally-in-24-years/
Global stocks mixed after Obama victory,,2008-11-05T05:00:00+0000,https://www.nytimes.com/2008/11/05/business/worldbusiness/05iht-markets.1.17538049.html
Stocks rally sharply despite heavy losses of jobs,,2008-11-05T05:00:00+0000,https://www.nytimes.com/2008/12/05/business/worldbusiness/05iht-06marketsCLOSE.18449283.html
U.S. stocks fall as investors refocus,,2008-11-05T05:00:00+0000,https://www.nytimes.com/2008/11/05/business/worldbusiness/05iht-06marketsA.17556953.html
U.S. stocks fall as investors refocus,,2008-11-05T05:00:00+0000,https://www.nytimes.com/2008/11/05/business/worldbusiness/05iht-06markets.17553022.html
Wall Street Ends Flat After Economic Data,,2008-11-04T11:32:42+0000,https://dealbook.nytimes.com/2008/11/04/wall-street-ends-flat-after-economic-data/
Strongest Election Day Stock Rally in 24 Years,Wall Street had its largest Election Day rally in 24 years as millions of American voters went to the polls.,2008-11-04T07:55:37+0000,https://www.nytimes.com/2008/11/05/business/05markets.html
Stocks move higher as Americans vote,,2008-11-04T05:00:00+0000,https://www.nytimes.com/2008/11/04/business/worldbusiness/04iht-05marketsCLOSE.17525264.html
U.S. markets higher as Americans vote,,2008-11-04T05:00:00+0000,https://www.nytimes.com/2008/11/04/business/worldbusiness/04iht-05marketsA.17517020.html
Markets Rise Cautiously in Europe and Asia,,2008-11-03T11:57:22+0000,https://dealbook.nytimes.com/2008/11/03/markets-rise-cautiously-in-europe-and-asia/
Wall Street Ends Flat After Economic Data,"A momentous week for Washington began quietly on Wall Street, where stocks were mixed amid downbeat reports on the construction, manufacturing and auto industries.",2008-11-03T08:47:46+0000,https://www.nytimes.com/2008/11/04/business/04markets.html
Wall Street ends flat after economic data,,2008-11-03T05:00:00+0000,https://www.nytimes.com/2008/11/03/business/worldbusiness/03iht-04marketsCLOSE.17489561.html
Indexes rise cautiously in Europe and Asia,,2008-11-03T05:00:00+0000,https://www.nytimes.com/2008/11/03/business/worldbusiness/03iht-04markets.17465996.html
Momentous week for Washington starts quietly on Wall St.,,2008-11-03T05:00:00+0000,https://www.nytimes.com/2008/11/03/business/worldbusiness/03iht-04marketsB.17477335.html
Shares on Wall Street open steady,,2008-11-03T05:00:00+0000,https://www.nytimes.com/2008/11/03/business/worldbusiness/03iht-04marketsA.17475028.html
Buffett's bond bailout offer helps lift shares,,2008-11-02T05:00:00+0000,https://www.nytimes.com/2008/02/12/business/worldbusiness/12iht-stox.5.9990027.html
Bleak reports push oil below $48 a barrel,,2008-11-02T05:00:00+0000,https://www.nytimes.com/2008/12/02/business/worldbusiness/02iht-02crude.18324376.html
Stocks Higher on Last Day of Tumultuous Month,"Shares rose on the last day of October, which is on track to be the worst month for U.S. stocks since 1987.",2008-10-31T12:31:55+0000,https://www.nytimes.com/2008/11/01/business/worldbusiness/01markets.html
Stocks rise on last day of tumultuous month,,2008-10-31T05:00:00+0000,https://www.nytimes.com/2008/10/31/business/worldbusiness/31iht-stox.1.17401465.html
"Asian markets rally broadly, and Europe opens higher",,2008-10-30T05:00:00+0000,https://www.nytimes.com/2008/10/30/business/worldbusiness/30iht-31markets.17372790.html
Stocks Higher on Last Day of Tumultuous Month,"Shares rose on the last day of October, which is on track to be the worst month for U.S. stocks since 1987.",2008-10-31T12:31:55+0000,https://www.nytimes.com/2008/11/01/business/worldbusiness/01markets.html
Stocks rise on last day of tumultuous month,,2008-10-31T05:00:00+0000,https://www.nytimes.com/2008/10/31/business/worldbusiness/31iht-stox.1.17401465.html
"Asian markets rally broadly, and Europe opens higher",,2008-10-30T05:00:00+0000,https://www.nytimes.com/2008/10/30/business/worldbusiness/30iht-31markets.17372790.html
Stocks gain in Europe and Asia as market waits on Fed,,2008-10-29T05:00:00+0000,https://www.nytimes.com/2008/10/29/business/worldbusiness/29iht-29markets.17329899.html
U.S. stocks are flat despite gains in Asia and Europe,,2008-10-29T05:00:00+0000,https://www.nytimes.com/2008/10/29/business/worldbusiness/29iht-markets.1.17343010.html
U.S. stocks fall as investors debate effects of rate cut,,2008-10-29T05:00:00+0000,https://www.nytimes.com/2008/10/29/business/worldbusiness/29iht-30markets.17354294.html
"Markets Rebound Across Asia, Europe Opens Higher",,2008-10-28T10:48:32+0000,https://dealbook.nytimes.com/2008/10/28/markets-rebound-across-asia-europe-opens-higher/
Sense of Calm Is Swept Away in the Final Minutes,,2008-10-28T10:43:05+0000,https://dealbook.nytimes.com/2008/10/28/sense-of-calm-is-swept-away-in-the-final-minutes/
Wall Street soars on bargain hunters and possible Federal Reserve rate cut,,2008-10-28T05:00:00+0000,https://www.nytimes.com/2008/10/28/business/worldbusiness/28iht-29marketsC.17322358.html
Wall Street climbs higher after Asia and Europe post gains,,2008-10-28T05:00:00+0000,https://www.nytimes.com/2008/10/28/business/worldbusiness/28iht-28markets.17300878.html
Wall Street moves sharply higher,,2008-10-28T05:00:00+0000,https://www.nytimes.com/2008/10/28/business/worldbusiness/28iht-29marketsB.17322358.html
Markets rebound across Asia; Europe opens higher,,2008-10-28T05:00:00+0000,https://www.nytimes.com/2008/10/28/business/worldbusiness/28iht-29markets.17304853.html
"In short session, stocks cap 5-session rally",,2008-10-28T05:00:00+0000,https://www.nytimes.com/2008/11/28/business/worldbusiness/28iht-29markets.18238351.html
Sense of Calm Is Swept Away in the Final Minutes,"As the day ended, the Dow industrials were down about 200 points after trading in a nearly 400-point range.",2008-10-27T05:16:51+0000,https://www.nytimes.com/2008/10/28/business/28markets.html
"Rate cut imminent, ECB chief signals",,2008-10-27T05:00:00+0000,https://www.nytimes.com/2008/10/27/business/worldbusiness/27iht-econ.4.17290342.html
Wall St. rises after shares drop overseas,,2008-10-27T05:00:00+0000,https://www.nytimes.com/2008/10/27/business/worldbusiness/27iht-28markets.17286411.html
Wall St. steady after markets slide in Asia,,2008-10-27T05:00:00+0000,https://www.nytimes.com/2008/10/27/business/worldbusiness/27iht-27markets.17264101.html
U.S. stocks head for their fourth straight increase,,2008-10-26T05:00:00+0000,https://www.nytimes.com/2008/11/26/business/worldbusiness/26iht-27marketsCLOSE.18186437.html
Wall Street mixed after credit moves,,2008-10-25T05:00:00+0000,https://www.nytimes.com/2008/11/25/business/worldbusiness/25iht-26marketsCLOSE.18156855.html
Markets surge for a second day; Dow up nearly 400,,2008-10-25T05:00:00+0000,https://www.nytimes.com/2008/11/25/business/worldbusiness/25iht-25markets.18122881.html
"Asian Markets Plummet on Earnings Fears, and Europe Follows",,2008-10-24T11:06:25+0000,https://dealbook.nytimes.com/2008/10/24/asian-markets-plummet-on-earnings-fears-and-europe-follows/
"Volatile Till the Close, Markets End on Upswing",,2008-10-24T10:54:02+0000,https://dealbook.nytimes.com/2008/10/24/volatile-till-the-close-markets-end-on-upswing/
"Asia markets plummet on earnings fears, Europe follows",,2008-10-24T05:00:00+0000,https://www.nytimes.com/2008/10/24/business/worldbusiness/24iht-25markets.17220788.html
Global market sell-off driven by grim economic outlook,,2008-10-24T05:00:00+0000,https://www.nytimes.com/2008/10/24/business/worldbusiness/24iht-markets.4.17237476.html
Global markets plummet on earnings fears,,2008-10-24T05:00:00+0000,https://www.nytimes.com/2008/10/24/business/worldbusiness/24iht-25markets.17221171.html
European Stocks Edge Lower After Drops in Asia,,2008-10-23T11:02:43+0000,https://dealbook.nytimes.com/2008/10/23/european-stocks-edge-lower-after-drops-in-asia/
Dow Drops 5.7% Despite Signs of Thawing Credit,,2008-10-23T10:46:07+0000,https://dealbook.nytimes.com/2008/10/23/dow-drops-57-despite-signs-of-thawing-credit/
U.S. stocks lower after early gains,,2008-10-23T05:00:00+0000,https://www.nytimes.com/2008/10/23/business/worldbusiness/23iht-24marketsB.17206558.html
